Palabra,Pinyin,Significados_en,Significados_es,Score,Audio_URL
字,zi,letter; symbol; character; word; CL:個|个[ge4]; courtesy or style name traditionally given to males aged 20 in dynastic China,carta; símbolo; personaje; palabra; CL: 個 | 个 [GE4]; Cortesía o nombre de estilo tradicionalmente dado a hombres de 20 años en China Dynastic,733680,https://translate.google.com/translate_tts?ie=UTF-8&q=字&tl=zh&client=tw-ob
真,zhen,really; truly; indeed; real; true; genuine,en realidad; realmente; en efecto; real; verdadero; genuino,719568,https://translate.google.com/translate_tts?ie=UTF-8&q=真&tl=zh&client=tw-ob
拿,na,to hold; to seize; to catch; to apprehend; to take; (used in the same way as 把[ba3]: to mark the following noun as a direct object),para sostener; apoderarse; atrapar; aprehender; tomar; (utilizado de la misma manera que 把 [BA3]: para marcar el siguiente sustantivo como objeto directo),718416,https://translate.google.com/translate_tts?ie=UTF-8&q=拿&tl=zh&client=tw-ob
安,an,(bound form) calm; peaceful; to calm; to set at ease; safe; secure; in good health; content; satisfied (as in 安於|安于[an1yu2]); to place (sb) in a suitable position (job); to install; to fix; to fit; to bring (a charge against sb); to harbor (certain intentions); ampere (abbr. for 安培[an1pei2]),(forma unida) calma; pacífico; para calmar; para ponerse a gusto; seguro; seguro; en buena salud; contenido; satisfecho (como en 安於 | 安于 [an1yu2]); colocar (SB) en un puesto adecuado (trabajo); para instalar; para arreglar; encajar; traer (un cargo contra SB); albergar (ciertas intenciones); Ampere (Abbr. Para 安培 [AN1PEI2]),715797,https://translate.google.com/translate_tts?ie=UTF-8&q=安&tl=zh&client=tw-ob
日,ri,"sun; day; date, day of the month","sol; día; Fecha, día del mes",708255,https://translate.google.com/translate_tts?ie=UTF-8&q=日&tl=zh&client=tw-ob
至,zhi,to arrive; most; to; until,llegar; mayoría; a; hasta,699328,https://translate.google.com/translate_tts?ie=UTF-8&q=至&tl=zh&client=tw-ob
路,lu,road (CL:條|条[tiao2]); journey; route; line (bus etc); sort; kind,"camino (cl: 條 | 条 [tiao2]); viaje; ruta; línea (bus, etc.); clasificar; amable",690650,https://translate.google.com/translate_tts?ie=UTF-8&q=路&tl=zh&client=tw-ob
股,gu,"thigh; part of a whole; portion of a sum; (finance) stock; share; strand of a thread; low-level administrative unit, translated as ""section"" or ""department"" etc, ranked below 科[ke1]; classifier for long winding things like ropes, rivers etc; classifier for smoke, smells etc: thread, puff, whiff; classifier for bands of people, gangs etc; classifier for sudden forceful actions","hermético; parte de un todo; porción de una suma; (Finanzas) stock; compartir; hilo de un hilo; Unidad administrativa de bajo nivel, traducida como ""sección"" o ""departamento"", etc., clasificada a continuación 科 [Ke1]; clasificador para cosas largas y sinuosas como cuerdas, ríos, etc. clasificador para humo, olores, etc.: hilo, hojaldre, olfato; clasificador para bandas de personas, pandillas, etc. Clasificador para acciones repentinas y contundentes",687933,https://translate.google.com/translate_tts?ie=UTF-8&q=股&tl=zh&client=tw-ob
精,jing,essence; extract; vitality; energy; semen; sperm; mythical goblin spirit; highly perfected; elite; the pick of sth; proficient (refined ability); extremely (fine); selected rice (archaic),esencia; extracto; vitalidad; energía; semen; esperma; espíritu duende mítico; altamente perfeccionado; élite; la selección de Sth; competente (habilidad refinada); extremadamente (bien); arroz seleccionado (arcaico),687154,https://translate.google.com/translate_tts?ie=UTF-8&q=精&tl=zh&client=tw-ob
公,gong,"public; collectively owned; common; international (e.g. high seas, metric system, calendar); make public; fair; just; Duke, highest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]; honorable (gentlemen); father-in-law; male (animal)","público; propiedad colectiva; común; Internacional (por ejemplo, alta mar, sistema métrico, calendario); promulgar; justo; justo; Duke, más alto de cinco órdenes de nobleza 五等爵位 [wu3 deng3 jue2 wei4]; Honorable (caballeros); suegro; macho (animal)",680988,https://translate.google.com/translate_tts?ie=UTF-8&q=公&tl=zh&client=tw-ob
方面,fang mian,respect; aspect; field; side; CL:個|个[ge4],respeto; aspecto; campo; lado; CL: 個 | 个 [GE4],674075,https://translate.google.com/translate_tts?ie=UTF-8&q=方面&tl=zh&client=tw-ob
承,cheng,to bear; to carry; to hold; to continue; to undertake; to take charge; owing to; due to; to receive,soportar; para llevar; para sostener; para continuar; emprender; para hacerse cargo; debido a; debido a; para recibir,672948,https://translate.google.com/translate_tts?ie=UTF-8&q=承&tl=zh&client=tw-ob
名,ming,name; noun (part of speech); place (e.g. among winners); famous; classifier for people,"nombre; sustantivo (parte del discurso); lugar (por ejemplo, entre los ganadores); famoso; clasificador para la gente",656375,https://translate.google.com/translate_tts?ie=UTF-8&q=名&tl=zh&client=tw-ob
文,wen,language; culture; writing; formal; literary; gentle; (old) classifier for coins; Kangxi radical 67,idioma; cultura; escribiendo; formal; literario; amable; (antiguo) clasificador para monedas; Kangxi Radical 67,656192,https://translate.google.com/translate_tts?ie=UTF-8&q=文&tl=zh&client=tw-ob
提,ti,to carry (hanging down from the hand); to lift; to put forward; to mention; to raise (an issue); upwards character stroke; lifting brush stroke (in painting); scoop for measuring liquid,para llevar (colgando de la mano); levantar; para presentarse; mencionar; para plantear (un problema); SUPERIOR DE CARÁCTER CARRADO; Levantando el trazo de pincel (en pintura); SCOOP para medir líquido,654272,https://translate.google.com/translate_tts?ie=UTF-8&q=提&tl=zh&client=tw-ob
常,chang,always; ever; often; frequently; common; general; constant,siempre; alguna vez; a menudo; frecuentemente; común; general; constante,639058,https://translate.google.com/translate_tts?ie=UTF-8&q=常&tl=zh&client=tw-ob
招,zhao,to recruit; to provoke; to beckon; to incur; to infect; contagious; a move (chess); a maneuver; device; trick; to confess,reclutar; provocar; hacer señas; incurrir; infectar; contagioso; un movimiento (ajedrez); una maniobra; dispositivo; truco; para confesar,635008,https://translate.google.com/translate_tts?ie=UTF-8&q=招&tl=zh&client=tw-ob
太,tai,highest; greatest; too (much); very; extremely,más alto; mejor; demasiado); muy; extremadamente,622475,https://translate.google.com/translate_tts?ie=UTF-8&q=太&tl=zh&client=tw-ob
配合,pei he,matching; fitting in with; compatible with; to correspond; to fit; to conform to; rapport; to coordinate with; to act in concert with; to cooperate; to become man and wife; to combine parts of machine,pareo; encajado con; compatible con; corresponder; encajar; para conformarse a; compenetración; coordinar con; actuar en concierto con; cooperar; convertirse en hombre y mujer; Para combinar partes de la máquina,620208,https://translate.google.com/translate_tts?ie=UTF-8&q=配合&tl=zh&client=tw-ob
流,liu,"to flow; to disseminate; to circulate or spread; to move or drift; to degenerate; to banish or send into exile; stream of water or sth resembling one; class, rate or grade","para fluir; diseminar; circular o extender; para moverse o derivar; degenerar; para desterrar o enviar al exilio; corriente de agua o sth que se asemeja a uno; clase, tarifa o calificación",611776,https://translate.google.com/translate_tts?ie=UTF-8&q=流&tl=zh&client=tw-ob
德,de,virtue; goodness; morality; ethics; kindness; favor; character; kind,virtud; bondad; moralidad; ética; amabilidad; favor; personaje; amable,611136,https://translate.google.com/translate_tts?ie=UTF-8&q=德&tl=zh&client=tw-ob
往,wang,to go (in a direction); to; towards; (of a train) bound for; past; previous,ir (en una dirección); a; hacia; (de un tren) con destino a; pasado; anterior,611064,https://translate.google.com/translate_tts?ie=UTF-8&q=往&tl=zh&client=tw-ob
板,ban,board; plank; plate; shutter; table tennis bat; clappers (music); CL:塊|块[kuai4]; accented beat in Chinese music; hard; stiff; to stop smiling or look serious,junta; tablón; lámina; obturador; Bat de tenis de mesa; badajos (música); Cl: 塊 | 块 [kuai4]; acentuado ritmo en la música china; duro; rígido; para dejar de sonreír o parecer serio,610929,https://translate.google.com/translate_tts?ie=UTF-8&q=板&tl=zh&client=tw-ob
怪,guai,bewildering; odd; strange; uncanny; devil; monster; to wonder at; to blame; quite; rather,desconcertante; extraño; extraño; misterioso; demonio; monstruo; preguntarse en; culpar; bastante; bastante,609700,https://translate.google.com/translate_tts?ie=UTF-8&q=怪&tl=zh&client=tw-ob
治,zhi,to rule; to govern; to manage; to control; to harness (a river); to treat (a disease); to wipe out (a pest); to punish; to research,para gobernar; gobernar; para administrar; para controlar; para aprovechar (un río); tratar (una enfermedad); para borrar (una plaga); castigar; para investigar,607500,https://translate.google.com/translate_tts?ie=UTF-8&q=治&tl=zh&client=tw-ob
未,wei,"not yet; did not; have not; not; 8th earthly branch: 1-3 p.m., 6th solar month (7th July-6th August), year of the Sheep; ancient Chinese compass point: 210°","aún no; no lo hizo; no tengo; no; 8a rama terrenal: 1-3 p.m., sexto mes solar (7 de julio al 6 de agosto), año de las ovejas; Punto de brújula china antigua: 210 °",604908,https://translate.google.com/translate_tts?ie=UTF-8&q=未&tl=zh&client=tw-ob
包括,bao kuo,to comprise; to include; to involve; to incorporate; to consist of,comprensión; incluir; involucrar; incorporar; consistir en,601300,https://translate.google.com/translate_tts?ie=UTF-8&q=包括&tl=zh&client=tw-ob
今,jin,"now; the present time; current; contemporary; this (day, year etc)","ahora; el tiempo presente; actual; contemporáneo; Este (día, año, etc.)",597825,https://translate.google.com/translate_tts?ie=UTF-8&q=今&tl=zh&client=tw-ob
刀,dao,knife; blade; single-edged sword; cutlass; CL:把[ba3]; (slang) dollar (loanword); classifier for sets of one hundred sheets (of paper); classifier for knife cuts or stabs,cuchillo; cuchilla; espada de un solo filo; chafarote; CL: 把 [BA3]; (jerga) dólar (palabra de préstamo); clasificador para conjuntos de cien hojas (de papel); Clasificador para cortes de cuchillo o puñaladas,593344,https://translate.google.com/translate_tts?ie=UTF-8&q=刀&tl=zh&client=tw-ob
巴,ba,"to long for; to wish; to cling to; to stick to; sth that sticks; close to; next to; spread open; informal abbr. for bus 巴士[ba1 shi4]; bar (unit of pressure); nominalizing suffix on certain nouns, such as 尾巴[wei3 ba5], tail","anhelar; desear; a aferrarse a; apegarse; Sth que se pega; cerca de; junto a; extendido abierto; ABBR informal. para bus 巴士 [BA1 shi4]; barra (unidad de presión); nominalización del sufijo en ciertos sustantivos, como 尾巴 [wei3 Ba5], cola",591327,https://translate.google.com/translate_tts?ie=UTF-8&q=巴&tl=zh&client=tw-ob
段,duan,"paragraph; section; segment; stage (of a process); classifier for stories, periods of time, lengths of thread etc","párrafo; sección; segmento; etapa (de un proceso); clasificador para historias, períodos de tiempo, longitudes de hilo, etc.",584875,https://translate.google.com/translate_tts?ie=UTF-8&q=段&tl=zh&client=tw-ob
第,di,"(prefix indicating ordinal number, as in 第六[di4-liu4] ""sixth""); (literary) grades in which successful candidates in the imperial examinations were placed; (old) residence of a high official; (literary) but; however; (literary) only; just","(prefijo que indique el número ordinal, como en 第六 [di4-liu4] ""sexto""); Grados (literarios) en los que se colocaron candidatos exitosos en los exámenes imperiales; (antigua) residencia de un alto funcionario; (literario) pero; sin embargo; (literario) solo; justo",577800,https://translate.google.com/translate_tts?ie=UTF-8&q=第&tl=zh&client=tw-ob
府,fu,seat of government; government repository (archive); official residence; mansion; presidential palace; (honorific) Your home; prefecture (from Tang to Qing times),sede del gobierno; repositorio gubernamental (archivo); residencia oficial; palacio; palacio presidencial; (honorífico) su hogar; Prefectura (de Tang a Qing Times),576240,https://translate.google.com/translate_tts?ie=UTF-8&q=府&tl=zh&client=tw-ob
望,wang,full moon; to hope; to expect; to visit; to gaze (into the distance); to look towards; towards,luna llena; a la esperanza; esperar; para visitar; para contemplar (en la distancia); mirar hacia; hacia,575554,https://translate.google.com/translate_tts?ie=UTF-8&q=望&tl=zh&client=tw-ob
居,ju,to reside; to be (in a certain position); to store up; to be at a standstill; residence; house; restaurant; classifier for bedrooms,para residir; ser (en una determinada posición); para almacenar; estar en una parada; residencia; casa; restaurante; clasificador para dormitorios,575488,https://translate.google.com/translate_tts?ie=UTF-8&q=居&tl=zh&client=tw-ob
州,zhou,prefecture; (old) province; (old) administrative division; state (e.g. of US); oblast (Russia); canton (Switzerland),"prefectura; (antigua) provincia; (antigua) división administrativa; estado (por ejemplo, de nosotros); oblast (Rusia); Cantón (Suiza)",574236,https://translate.google.com/translate_tts?ie=UTF-8&q=州&tl=zh&client=tw-ob
甲,jia,"first of the ten Heavenly Stems 十天干[shi2 tian1 gan1]; (used for an unspecified person or thing); first (in a list, as a party to a contract etc); letter ""A"" or roman ""I"" in list ""A, B, C"", or ""I, II, III"" etc; armor plating; shell or carapace; (of the fingers or toes) nail; bladed leather or metal armor (old); ranking system used in the Imperial examinations (old); civil administration unit in the baojia 保甲[bao3 jia3] system (old); ancient Chinese compass point: 75°","primero de los diez tallos celestiales 十天干 [shi2 tian1 gan1]; (utilizado para una persona o cosa no especificada); primero (en una lista, como parte de un contrato, etc.); letra ""a"" o romana ""i"" en la lista ""a, b, c"" o ""i, ii, iii"", etc. enchapado de armadura; caparazón o caparazón; (de los dedos o dedos de los pies) uñas; Armadura de cuero o metal con cuchilla (viejo); sistema de clasificación utilizado en los exámenes imperiales (antiguo); Unidad de Administración Civil en el sistema Baojia 保甲 [BAO3 JIA3] (antiguo); Punto de brújula china antigua: 75 °",572693,https://translate.google.com/translate_tts?ie=UTF-8&q=甲&tl=zh&client=tw-ob
追,zhui,to chase; to pursue; to look into; to investigate; to reminisce; to recall; to court (one's beloved); to binge-watch (a TV drama); retroactively; posthumously,perseguir; perseguir; para mirar; investigar; recordar; recordar; a la corte (amado); para ver en exceso (un drama de televisión); retroactivamente; después de la muerte,567500,https://translate.google.com/translate_tts?ie=UTF-8&q=追&tl=zh&client=tw-ob
新,xin,new; newly; meso- (chemistry),nuevo; recién; meso- (química),563634,https://translate.google.com/translate_tts?ie=UTF-8&q=新&tl=zh&client=tw-ob
外,wai,outside; in addition; foreign; external,afuera; además; extranjero; externo,561344,https://translate.google.com/translate_tts?ie=UTF-8&q=外&tl=zh&client=tw-ob
跑,pao,to run; to run away; to escape; to run around (on errands etc); (of a gas or liquid) to leak or evaporate; (verb complement) away; off,"correr; para huir; para escapar; para correr (en recados, etc.); (de un gas o líquido) para fugas o evaporadas; (complemento verbal) fuera; apagado",559286,https://translate.google.com/translate_tts?ie=UTF-8&q=跑&tl=zh&client=tw-ob
低,di,low; beneath; to lower (one's head); to let droop; to hang down; to incline,bajo; bajo; para bajar (la cabeza de uno); dejar caer; para colgar; para inclinar,558144,https://translate.google.com/translate_tts?ie=UTF-8&q=低&tl=zh&client=tw-ob
文化,wen hua,"culture; civilization; cultural; CL:個|个[ge4],種|种[zhong3]","cultura; civilización; cultural; CL: 個 | 个 [GE4], 種 | 种 [Zhong3]",557760,https://translate.google.com/translate_tts?ie=UTF-8&q=文化&tl=zh&client=tw-ob
分,fen,part; share; ingredient; component,parte; compartir; ingrediente; componente,554560,https://translate.google.com/translate_tts?ie=UTF-8&q=分&tl=zh&client=tw-ob
全,quan,all; whole; entire; every; complete,todo; entero; completo; cada; completo,554125,https://translate.google.com/translate_tts?ie=UTF-8&q=全&tl=zh&client=tw-ob
作用,zuo yong,"to act on; to affect; action; function; activity; impact; result; effect; purpose; intent; (suffix) -ation, -tion etc, as in 抑制作用[yi4 zhi4 zuo4 yong4], inhibition","actuar sobre; afectar; acción; función; actividad; impacto; resultado; efecto; objetivo; intención; (sufijo) -ation, -tion, etc., como en 抑制作用 [yi4 zhi4 zuo4 yong4], inhibición",551950,https://translate.google.com/translate_tts?ie=UTF-8&q=作用&tl=zh&client=tw-ob
素,su,"raw silk; white; plain, unadorned; vegetarian (food); essence; nature; element; constituent; usually; always; ever","seda cruda; blanco; simple, sin adornos; vegetariano (comida); esencia; naturaleza; elemento; constituyente; generalmente; siempre; alguna vez",548493,https://translate.google.com/translate_tts?ie=UTF-8&q=素&tl=zh&client=tw-ob
土,tu,earth; dust; clay; local; indigenous; crude opium; unsophisticated; one of the eight categories of ancient musical instruments 八音[ba1 yin1],tierra; polvo; arcilla; local; indígena; opio crudo; no sofisticado; Una de las ocho categorías de instrumentos musicales antiguos 八音 [BA1 YIN1],547840,https://translate.google.com/translate_tts?ie=UTF-8&q=土&tl=zh&client=tw-ob
率,lv,to lead; to command; rash; hasty; frank; straightforward; generally; usually,para liderar; para ordenar; erupción; apresurado; franco; directo; generalmente; generalmente,546496,https://translate.google.com/translate_tts?ie=UTF-8&q=率&tl=zh&client=tw-ob
火,huo,fire; urgent; ammunition; fiery or flaming; internal heat (Chinese medicine); hot (popular); classifier for military units (old); Kangxi radical 86,fuego; urgente; munición; ardiente o en llamas; calor interno (medicina china); caliente (popular); clasificador para unidades militares (antiguas); Kangxi Radical 86,545152,https://translate.google.com/translate_tts?ie=UTF-8&q=火&tl=zh&client=tw-ob
最,zui,most; the most; -est (superlative suffix),mayoría; el más; -est (sufijo superlativo),544050,https://translate.google.com/translate_tts?ie=UTF-8&q=最&tl=zh&client=tw-ob
期,qi,"a period of time; phase; stage; classifier for issues of a periodical, courses of study; time; term; period; to hope; Taiwan pr. [qi2]","un período de tiempo; fase; escenario; clasificador para problemas de un periódico, cursos de estudio; tiempo; término; período; a la esperanza; Taiwán Pr. [Qi2]",541161,https://translate.google.com/translate_tts?ie=UTF-8&q=期&tl=zh&client=tw-ob
一些,yi xie,some; a few; a little; (following an adjective) slightly ...er,alguno; algunos; un poco; (siguiendo un adjetivo) ligeramente ... er,535488,https://translate.google.com/translate_tts?ie=UTF-8&q=一些&tl=zh&client=tw-ob
支持,zhi chi,to be in favor of; to support; to back; support; backing; to stand by; CL:個|个[ge4],estar a favor de; para apoyar; a la espalda; apoyo; apoyo; estar de pie; CL: 個 | 个 [GE4],535472,https://translate.google.com/translate_tts?ie=UTF-8&q=支持&tl=zh&client=tw-ob
世,shi,life; age; generation; era; world; lifetime; epoch; descendant; noble,vida; edad; generación; era; mundo; vida; época; descendiente; noble,528363,https://translate.google.com/translate_tts?ie=UTF-8&q=世&tl=zh&client=tw-ob
作出,zuo chu,"to put out; to come up with; to make (a choice, decision, proposal, response, comment etc); to issue (a permit, statement, explanation, apology, reassurance to the public etc); to draw (conclusion); to deliver (speech, judgment); to devise (explanation); to extract","para apagar; para encontrar; hacer (una elección, decisión, propuesta, respuesta, comentarios, etc.); emitir (un permiso, declaración, explicación, disculpas, tranquilidad al público, etc.); dibujar (conclusión); para entregar (discurso, juicio); idear (explicación); extraer",522816,https://translate.google.com/translate_tts?ie=UTF-8&q=作出&tl=zh&client=tw-ob
面,mian,"face; side; surface; aspect; top; classifier for objects with flat surfaces such as drums, mirrors, flags etc","rostro; lado; superficie; aspecto; arriba; Clasificador para objetos con superficies planas como tambores, espejos, banderas, etc.",516132,https://translate.google.com/translate_tts?ie=UTF-8&q=面&tl=zh&client=tw-ob
照,zhao,according to; in accordance with; to shine; to illuminate; to reflect; to look at (one's reflection); to take (a photo); photo; as requested; as before,de acuerdo a; de acuerdo con; brillar; iluminar; reflejar; mirar (el reflejo de uno); tomar (una foto); foto; de acuerdo a lo pedido; como antes,507600,https://translate.google.com/translate_tts?ie=UTF-8&q=照&tl=zh&client=tw-ob
入,ru,"to enter; to go into; to join; to become a member of; (bound form) to conform to (as in 入時|入时[ru4shi2]); abbr. for 入聲|入声[ru4sheng1]; (on product packaging, after {number n} + {classifier}) containing (n pieces) (from Japanese 入 ""iri"")","para entrar; para entrar; para unirse; convertirse en miembro de; (forma unida) para ajustarse a (como en 入時 | 入时 [ru4shi2]); abbr. para 入聲 | 入声 [ru4sheng1]; (En el embalaje del producto, después de {número n} + {clasificador}) que contiene (n piezas) (de japonés 入 ""iri"")",505225,https://translate.google.com/translate_tts?ie=UTF-8&q=入&tl=zh&client=tw-ob
如,ru,as; as if; such as,como; como si; como,504585,https://translate.google.com/translate_tts?ie=UTF-8&q=如&tl=zh&client=tw-ob
待,dai,to wait; to treat; to deal with; to need; going to (do sth); about to; intending to,esperar; tratar; para tratar; necesitar; ir a (hacer sth); a punto de; con la intención de,502397,https://translate.google.com/translate_tts?ie=UTF-8&q=待&tl=zh&client=tw-ob
另外,ling wai,additional; in addition; besides; separate; other; moreover; furthermore,adicional; además; además; separado; otro; además; además,501711,https://translate.google.com/translate_tts?ie=UTF-8&q=另外&tl=zh&client=tw-ob
便,bian,used in 便宜[pian2yi5]; used in 便便[pian2pian2]; used in 便嬛[pian2xuan1],utilizado en 便宜 [pian2yi5]; utilizado en 便便 [pian2pian2]; utilizado en 便嬛 [pian2xuan1],498051,https://translate.google.com/translate_tts?ie=UTF-8&q=便&tl=zh&client=tw-ob
背,bei,the back of a body or object; to turn one's back; to hide something from; to learn by heart; to recite from memory; unlucky (slang); hard of hearing,la parte posterior de un cuerpo u objeto; dar la espalda a la espalda; para ocultar algo de; aprender de corazón; recitar de la memoria; desafortunado (jerga); duro de audición,482797,https://translate.google.com/translate_tts?ie=UTF-8&q=背&tl=zh&client=tw-ob
指,zhi,finger; to point at or to; to indicate or refer to; to depend on; to count on; (of hair) to stand on end,dedo; apuntar a o a; para indicar o referirse a; depender de; para contar con; (de cabello) para pararse de lado,481500,https://translate.google.com/translate_tts?ie=UTF-8&q=指&tl=zh&client=tw-ob
根本,gen ben,fundamental; basic; root; simply; absolutely (not); (not) at all; CL:個|个[ge4],fundamental; básico; raíz; simplemente; En absoluto); (de nada; CL: 個 | 个 [GE4],479220,https://translate.google.com/translate_tts?ie=UTF-8&q=根本&tl=zh&client=tw-ob
省,sheng,(bound form) to scrutinize; (bound form) to reflect (on one's conduct); (bound form) to come to realize; (bound form) to pay a visit (to one's parents or elders),(forma unida) para analizar; (forma unida) para reflejar (sobre la conducta de uno); (forma unida) para darse cuenta; (formulario encuadernado) para visitar (a los padres o ancianos),479216,https://translate.google.com/translate_tts?ie=UTF-8&q=省&tl=zh&client=tw-ob
喜,xi,to be fond of; to like; to enjoy; to be happy; to feel pleased; happiness; delight; glad,ser aficionado a; me gusta; para disfrutar; ser feliz; sentirse complacido; felicidad; deleitar; contento,472320,https://translate.google.com/translate_tts?ie=UTF-8&q=喜&tl=zh&client=tw-ob
香,xiang,fragrant; sweet smelling; aromatic; savory or appetizing; (to eat) with relish; (of sleep) sound; perfume or spice; joss or incense stick; CL:根[gen1],fragante; olor dulce; aromático; sabroso o apetitoso; (comer) con sabor; (de sueño) sonido; perfume o especias; Joss o palo de incienso; CL: 根 [Gen1],471906,https://translate.google.com/translate_tts?ie=UTF-8&q=香&tl=zh&client=tw-ob
所以,suo yi,therefore; as a result; so; the reason why,por lo tanto; como resultado; entonces; la razón por la cual,470336,https://translate.google.com/translate_tts?ie=UTF-8&q=所以&tl=zh&client=tw-ob
不同,bu tong,different; distinct; not the same; not alike,diferente; distinto; no lo mismo; no igual,470128,https://translate.google.com/translate_tts?ie=UTF-8&q=不同&tl=zh&client=tw-ob
排,pai,"a row; a line; to set in order; to arrange; to line up; to eliminate; to drain; to push open; platoon; raft; classifier for lines, rows etc","una fila; una línea; para poner en orden; organizar; para alinearse; eliminar; para drenar; para empujar a abrir; pelotón; balsa; clasificador para líneas, filas, etc.",466092,https://translate.google.com/translate_tts?ie=UTF-8&q=排&tl=zh&client=tw-ob
刺,ci,thorn; sting; thrust; to prick; to pierce; to stab; to assassinate; to murder,espina; picadura; empuje; pinchar; para perforar; apuñalar; asesinar; asesinar,459008,https://translate.google.com/translate_tts?ie=UTF-8&q=刺&tl=zh&client=tw-ob
油,you,"oil; fat; grease; petroleum; to apply tung oil, paint or varnish; oily; greasy; glib; cunning","aceite; gordo; grasa; petróleo; para aplicar aceite tung, pintura o barniz; aceitoso; grasiento; fácil; astuto",458865,https://translate.google.com/translate_tts?ie=UTF-8&q=油&tl=zh&client=tw-ob
神,shen,god; deity; supernatural; magical; mysterious; spirit; mind; energy; lively; expressive; look; expression; (coll.) awesome; amazing,dios; deidad; sobrenatural; mágico; misterioso; espíritu; mente; energía; dinámico; expresivo; mirar; expresión; (coll.) Impresionante; asombroso,451800,https://translate.google.com/translate_tts?ie=UTF-8&q=神&tl=zh&client=tw-ob
但,dan,but; yet; however; still; merely; only; just,pero; todavía; sin embargo; aún; meramente; solo; justo,442836,https://translate.google.com/translate_tts?ie=UTF-8&q=但&tl=zh&client=tw-ob
官,guan,government official; governmental; official; public; organ of the body; CL:個|个[ge4],funcionario del gobierno; gubernamental; oficial; público; órgano del cuerpo; CL: 個 | 个 [GE4],439092,https://translate.google.com/translate_tts?ie=UTF-8&q=官&tl=zh&client=tw-ob
清,qing,(of water etc) clear; clean; quiet; still; pure; uncorrupted; clear; distinct; to clear; to settle (accounts),"(de agua, etc.) claro; limpio; tranquilo; aún; puro; sin corrupto; claro; distinto; para despejar; para liquidar (cuentas)",437975,https://translate.google.com/translate_tts?ie=UTF-8&q=清&tl=zh&client=tw-ob
靠,kao,to lean against or on; to stand by the side of; to come near to; to depend on; to trust; to fuck (vulgar); traditional military costume drama where the performers wear armor (old),apoyarse o encender o encender; estar al lado de; acercarse a; depender de; confiar; para follar (vulgar); Drama de vestuario militar tradicional donde los artistas usan armadura (vieja),432621,https://translate.google.com/translate_tts?ie=UTF-8&q=靠&tl=zh&client=tw-ob
掌,zhang,palm of the hand; sole of the foot; paw; horseshoe; to slap; to hold in one's hand; to wield,palma de la mano; suela del pie; pata; herradura; para abofetear; para sostenerse en la mano; para manejar,426986,https://translate.google.com/translate_tts?ie=UTF-8&q=掌&tl=zh&client=tw-ob
工程,gong cheng,"engineering; an engineering project; project; undertaking; CL:個|个[ge4],項|项[xiang4]","ingeniería; un proyecto de ingeniería; proyecto; empresa; CL: 個 | 个 [GE4], 項 | 项 [xiang4]",421725,https://translate.google.com/translate_tts?ie=UTF-8&q=工程&tl=zh&client=tw-ob
紝,ren,"to weave; to lay warp for weaving; silk thread for weaving; variant of 紉|纫, to sew; to stitch; thread","tejer; para poner deformación para tejer; hilo de seda para tejer; variante de 紉 | 纫, para coser; coser; hilo",419436,https://translate.google.com/translate_tts?ie=UTF-8&q=紝&tl=zh&client=tw-ob
先,xian,beforehand; first; earlier; at first; originally; for the time being; for now; (prefix) my late (in referring to deceased relatives older than oneself),antemano; primero; más temprano; en primer lugar; originalmente; Siendo por el momento; por ahora; (prefijo) mi tarde (al referirme a parientes fallecidos mayores que uno mismo),408928,https://translate.google.com/translate_tts?ie=UTF-8&q=先&tl=zh&client=tw-ob
立,li,to stand; to set up; to establish; to lay down; to draw up; at once; immediately,para pararse; para configurar; establecer; para acostarse; para dibujar; inmediatamente; inmediatamente,408366,https://translate.google.com/translate_tts?ie=UTF-8&q=立&tl=zh&client=tw-ob
非,fei,to not be; not; wrong; incorrect; non-; un-; in-; de-; to reproach; to blame; (coll.) to insist on; simply must,no ser; no; equivocado; incorrecto; no-; Naciones Unidas-; en-; Delaware-; reprochar; culpar; (coll.) para insistir en; simplemente debe,407950,https://translate.google.com/translate_tts?ie=UTF-8&q=非&tl=zh&client=tw-ob
么,me,"youngest; most junior; tiny; one (unambiguous spoken form when spelling out numbers, esp. on telephone or in military); one or ace on dice or dominoes; variant of 吆[yao1], to shout","más joven; la mayoría de los junior; diminuto; una (forma hablada inequívoca al explicar números, especialmente por teléfono o en militares); uno o as en dados o dominó; variante de 吆 [yao1], gritar",407592,https://translate.google.com/translate_tts?ie=UTF-8&q=么&tl=zh&client=tw-ob
收,shou,to receive; to accept; to collect; to put away; to restrain; to stop; in care of (used on address line after name),para recibir; aceptar; para coleccionar; para guardar; para contener; parar; en cuidado de (utilizado en la línea de dirección tras nombre),403515,https://translate.google.com/translate_tts?ie=UTF-8&q=收&tl=zh&client=tw-ob
左右,zuo you,left and right; nearby; approximately; attendant; to control; to influence,izquierda y derecha; cercano; aproximadamente; asistente; para controlar; para influir,402084,https://translate.google.com/translate_tts?ie=UTF-8&q=左右&tl=zh&client=tw-ob
急,ji,urgent; pressing; rapid; hurried; worried; to make (sb) anxious,urgente; prensado; rápido; apresurado; preocupado; hacer (sb) ansioso,400536,https://translate.google.com/translate_tts?ie=UTF-8&q=急&tl=zh&client=tw-ob
