frase,palabra,significado_correcto
世海拿着一本中文语法书去王老师那儿问问题。,书,
我突然想到，他可能在图书馆 。,书,
步行去那只要10分钟时间。,行,
我不是诗人，无法用一行文字描绘它的美丽。,行,
中国乒乓球队进行了一个月的封闭式冬训。,行,
面对这个机会不能犹豫，要赶快行动。,行,
他无视现行法律。,行,
何不送给她一些花?,花,
請將這些行李拿到郵局那邊。,行,
從車站步行到那房子只需要五分鐘的時間。,行,
我在涩谷站遇到了吉行先生。,行,
我家不行！我家已經有養狗了。,行,
這樣是行不通的啦。,行,
他失去了平衡，从自行车上摔了下来。,行,
你还没有为我的自行车付完款吗？,行,
我们学校的图书馆藏书很多。,书,
那習俗已經不再盛行了。,行,
现在很难静下心来好好看一本书。,书,
哪一本书都好。,书,
父亲在浇花。,花,
我希望今天晚上我能完成我的书。,书,
昨晚，烟花厂发生了爆炸。,花,
我有大量的书在我的书架上。,书,
卑鄙是卑鄙者的通行证，高尚是高尚者的墓志铭。,行,
从中学的时候我就知道，我能够花很多功夫去学习仅仅是因为我过得很寂寞。,花,
人有德行，如水之清。,行,
人若德行，如水之清。,行,
不來不行，我們人數不夠！,行,
我被強迫去執行一項很慘烈的任務！,行,
这家公司在石油行业排名第二。,行,
你可以删去书里面的最后一章。,书,
读书很重要。,书,
大多数学生步行去学校。,行,
“步行到 Vienon 需要多少时间？”他问。,行,
进入地球大气层后，小行星分裂成了无数的小块。,行,
他的日常行为并不和他的原则相一致。,行,
你甘愿做一个教书匠吗？,书,
就个人而言，我从没见过不明飞行物。,行,
对不起，我忘了把要还给你的书带来。,书,
警察找到了汤姆的自行车。,行,
请把书放在书桌上。,书,
这本书很易读。,书,
这本书很难读。,书,
这是违背体育精神的行为！,行,
你知道银行什么时候关门吗？,银行,
我必须在礼拜六之前把书还回去。,书,
阳台上坐着一盆花。,花,
你知道怎样使用这些命令行工具吗？,行,
她的花园是一件艺术作品。,花,
这将是我环绕美国旅行中一个很好的纪念品。,行,
你喜欢怎样的花？,花,
你将伴我同行。,行,
他们正在读她的书。,书,
我已经读过很多种类的书了。,书,
Taninna 每天都去图书馆学习。,书,
我想要一个洋娃娃，一辆新自行车……以及世界和平。,行,
很多人无法理解黑客们的行为。,行,
我爷爷喜欢步行。,行,
那本书在哪儿？,书,
步行是有利于健康的运动。,行,
其实我的薪水是足够用的，只因我枵腹买书，所以就显得清苦。,书,
她把书带回了图书馆。,书,
用世界语写情书很容易。,书,
我最终得到了我要的那本书。,书,
你可以利用他的图书馆。,书,
老师教书。,书,
他把书放在了书架上。,书,
中国政府25日发布了《钓鱼岛是中国的固有领土》白皮书。,书,
"25日,中国政府发布《钓鱼岛是中国的固有领土》白皮书。",书,
她从书架上取了一本书下来。,书,
妈妈给我买了一辆新的自行车。,行,
大门旁边的自行车是我的。,行,
这本书是我的。,书,
这本书包含了许多美丽的插图。,书,
这本书的内容是什么？,书,
她整晚都在看那本书。,书,
桌子上有一本关于舞蹈的书。,书,
你在哪儿？ 我在花园中。,花,
阅读所有好书，如同与千百年来写就它们的高尚人士的一场对话，而且是一场认真研讨的对话。其间，他们向我们展示的是他们思想的精华。,书,
把这些花插在花瓶里会更好看。,花,
你读这本书应该很容易。,书,
你将认识到这两本书都很有意思,书,
路标上写的什么？- 单向行驶。,行,
银行九点开门。,银行,
他行动迅速。,行,
他不能忍受她不友好的行为。,行,
她的书卖得很好。,书,
你的第一份工资要怎么花？,花,
汤姆正在看书。,书,
她想知道是谁送的花。,花,
我需要工具来给花园除草。,花,
我对花粉过敏。,花,
汤姆正在清理花园。,花,
你把书给谁了？,书,
我发现你玩绝对不耽误学习。我就不行。,行,
我的书不超过十本。,书,
就算下雨，比赛也将照常进行。,行,
这是本有教育意义的书。,书,
修理自行車花了我5000円。,花,
我的朋友三天前開始旅行。,行,
桌子上的书是谁的？,书,
别把自行车放在外面给雨淋。,行,
不如我们走着去书店吧？,书,
这本书五岁小孩都能读。,书,
汤姆只按命令行事。,行,
玛丽早已出发旅行去了。,行,
因為車子壞了，他們只好步行。,行,
我想這工作粗略估計得花上兩個星期的時間。,花,
自行车冲向了终点。,行,
她去车站给她老师送行。,行,
多麼漂亮的花兒啊！,花,
你的书是什么：这本还是那本？,书,
我步行了。,行,
你可以从银行贷款。,银行,
你的行為引起了許多的麻煩。,行,
我为你的卑鄙行径刚到羞耻。,行,
园丁在花园的中央种了一棵玫瑰树。,花,
我不想读这本书。,书,
这本书很简单。,书,
未来飞行员将在模拟操作室中训练。,行,
未来飞行员会在虚拟驾驶舱里训练。,行,
我觉得你应该多花点时间在作业上。,花,
他花很多钱买了辆新车。,花,
我把我的行为看成是犯罪。,行,
说服他中止旅行真是件苦差事。,行,
他忠实地实行了该计划。,行,
与其去毕业旅行，我更想呆在家里。,行,
他让秘书用打字机写信。,书,
因为健康状况不佳，他没去成旅行。,行,
教书是我自己选择的职业。,书,
这本书没那本书大。,书,
这本书没那本大。,书,
本周公园樱花盛开。,花,
这件行李怎么办？,行,
如何处理这件行李？,行,
他按照我的建议行事。,行,
他对自己的违法行为毫不羞耻。,行,
这工作花了我五小时。,花,
他有很多书。,书,
天花板上有洞。,花,
“提出可行的办法”，人们一再地对我这样说。同样，人们也对我说，要实行大家所实行的办法；或者，最低限度要使好的办法同现有的坏办法结合起来。,行,
对于任何计划，都有两种事情要考虑：第一，计划要绝对的好；第二，实行起来要容易。,行,
如果我不能履行这个诺言，那无疑是我的错误，但是，如果我实践了自己的诺言，人们再对我提出更多的要求的话，那就是他们的错误了；因为我所许诺的只是这一点。,行,
他要强使一 种土地滋生另一种土地上的东西，强使一种树木结出另一种树木的果实；他将气候、风 雨、季节搞得混乱不清；他残害他的狗、他的马和他的奴仆；他扰乱一切，毁伤一切东 西的本来面目；他喜爱丑陋和奇形怪状的东西；他不愿意事物天然的那个样子，甚至对 人也是如此，必须把人象练马场的马那样加以训练；必须把人象花园中的树木那样，照 他喜爱的样子弄得歪歪扭扭。,花,
不要相信那些世界主义者了，因为在他们的著作中，他们到遥远的地方去探求他们不屑在他们周围履行的义务。这样的哲学家之所以爱鞑靼人，为的是免得去爱他们的邻居。,行,
如果你想知道公众的教育是怎么一回事，就请你读一下柏拉图的《理想国》，这本 著作，并不象那些仅凭书名判断的人所想象的是一本讲政治的书籍；它是一篇最好的教 育论文，象这样的教育论文，还从来没有人写过咧。,书,
投資一種生意要從很多方面進行評估。,行,
真理就是真理， 就算反其道而行故意掩盖它，这样的企图和白日做梦一样，不过是妄想而已。,行,
你在私立学校读书吗？,书,
你在私立高中读书吗？,书,
这些花的叶子都枯了，得给它们浇水了。,花,
我不忍目睹这种残酷的行径。,行,
你买了花儿没有?,花,
花儿你买了没有?,花,
花瓶里有一些花儿。,花,
书架上有几本书。,书,
她的行为很粗俗。,行,
舉手齊眉行西人儀禮.,行,
听那些只看CCAV的老百姓进行全球经济的个人分析一直是很有趣的。,行,
人生里的第一次，Yuka 读完了一本英语书。,书,
从这里到银行足有三公里路。,银行,
你真的要去伦敦读书吗？,书,
你還知道花聞起來是怎樣的嗎？,花,
沒有玫瑰花是不長刺的。,花,
汤姆把手伸向了书架上最高的一本词典。,书,
他供认了杀人的罪行。,行,
在浏览器端，耗时很长的操作都应该异步执行，避免浏览器失去响应，最好的例子就是 Ajax 操作。,行,
那本书在这里。,书,
花代价所换来的一点才智，抵过别人传授的数倍不止。,花,
这本书的目的不在于教你怎么编程，而在于计算的本质。,书,
在那个年代，心理学的两个主要学派是行为主义学派与精神分析学派。,行,
工程不同于艺术，不需要天马行空的自如，工程的完成离不开严谨周密的步骤，只有执著于流程的工程师，才能够各种工程中贯彻严谨周密的步骤，从而减少变数，保证工程顺利完成。,行,
这些花儿在接待处时还很漂亮。,花,
在图书馆。,书,
他在银行换钱。,银行,
那本书含有很多页。,书,
你这样肯定她，是不负责任的行为。,行,
她在哪儿买了这些书？,书,
这是不是茉莉花茶？,花,
您的行李箱有多重?,行,
曲棍球在中国不是很流行。,行,
我们这儿的花园里十二月报春花刚刚开放。,花,
这本教科书不错。,书,
你打算去哪些地方旅行？怎么去？为什么？,行,
这本书很好懂，对我来说。,书,
我看到桌上有本书。,书,
这个商店卖旧书,书,
我看到天花板上有一只苍蝇,花,
我不在乎花多少钱。,花,
为享受和生命激活而读书，和为知识和教化而读书，是两码事。,书,
新买的这个十字绣好难，估计我要花一年的时间才可以绣完它。,花,
北京有900万台自行车。,行,
马克的书非常有趣。,书,
你不走不行。,行,
汤姆在银行里存着三百万美元。,银行,
花园离你家有多远？,花,
这儿有银行吗？我想把日元换成美元。,银行,
我刚刚读完这本书。,书,
我必须去修理我的自行车了。,行,
他说地就像之前度过这本书一样。,书,
书在桌子上。,书,
花真的好香。,花,
不知何时春暖花开， 今天早晨还下雪了。,花,
我想在银行关门之前赶到那里。,银行,
我骑自行车去工作。,行,
直到党委书记出面加以解释，才算打消了这种想法。,书,
问题是行不通！,行,
银行开到几点？,银行,
我必须修理我的自行车。,行,
我读了这本书，它十分有趣。,书,
我的书一定在那个房间里的某个地方吧。,书,
奖金全部都花光在购物和旅行上了。,花,
我写了一篇文章，麻烦您看一下它行不行。,行,
上回他对我说，明天借我这本书。,书,
酒店中有花店吗？,花,
培养政治意识要花费时间。,花,
洛克希德丑闻是席卷美国主要飞机制造行业的世界性贪污丑闻。1976年2月被公布于众的洛克希德丑闻主要涉及到客机交易中的贪污受贿行为。,行,
由于她有神经上的疾病，对她进行紧急转院疗养是有必要的。,行,
这场谈话真是无法再进行下去了。,行,
汤姆为了开一家服装店所花费的努力已经成为了泡影。,花,
一部分人感觉Tom的行为举止不太合适。,行,
如果你用功地读书你会考中的。,书,
在我的桌上有一本书。,书,
浇花已浇完了。,花,
她花了好长时间挑帽子。,花,
她受得了长途旅行吗？,行,
她写了一本关于鸟类的书。,书,
她对鸟类和花草很有研究。,花,
她在花园里种玫瑰。,花,
她在花园里种了桂花。,花,
她在花园里种了一些菜。,花,
她给花园里的花都起了名字。,花,
她给花园除了草。,花,
我們在天上的父， 願人都尊你的名為聖， 願你的國降臨， 願你的旨意行在地上， 如同行在天上。 我們日用的飲食， 今日賜給我們。 免我們的債， 如同我們免了人的債， 不叫我們遇見試探， 救我們脫離凶惡。 因為國度、權柄、榮耀， 全是你的， 直到永遠。 阿們。,行,
行胜于言，但并不是所有情况都是这样。,行,
对于长年被花粉症折磨着的我来说，这服药真的是神一样的存在啊。,花,
由于系统出现故障，所以导致流程不能正常运行。,行,
花园里开满了紫丁香花。,花,
公司为了削减成本，拒绝让员工自行加班。,行,
如果完全相信书本上的知识（而不加区分、不思考），那么还不如不看书呢。,书,
小明读书是为了陶冶情操。,书,
在交通上花费的时间越短，则金钱上的消耗越多。,花,
汤姆甚至都没有看过玛丽给他的报告书。,书,
这辆车停在银行前。,银行,
这辆车在银行前面停下来了。,银行,
你认为电子书会取代纸质书吗？,书,
我意识到要实行这件事是很困难的。,行,
这本书是红色。,书,
世间鲜有没有排版错误的书籍。,书,
关于这个产品，我公司将执行新的价格标准。,行,
这本书满眼都是荤段子。,书,
因为我认生不太会说话，所以谈话怎么也进行不下去了吧。,行,
傳話遊戲是世界通行的遊戲。由第一個人傳話給另一個，另一個再傳給下一個，傳至隊伍尾端時，最後一位玩家將對其他玩家宣布所聽到的詞語。,行,
因为打不到车，只能步行了。,行,
我一把这本书读完了就借给你。,书,
想东想西而不付诸行动等于浪费生命。,行,
决定我们的行为的既不是善，也不是恶。而是我们的好恶，或者是快乐与不快乐。我只能这样想。,行,
双方本周举行会谈。,行,
在酷热中步行到办公区不是件好事。,行,
我想在出發旅行前剪個頭髮。,行,
儘管她想過一個人去國外旅行，她改變了主意。,行,
建新家花了很多錢。,花,
图书馆前种着许多树。,书,
这次旅行至少得花一星期时间。,花,
你的自行车比我好。,行,
我在读你的书。,书,
我的表兄弟太过沉浸于学业，以致于他的朋友们唤他作书虫。,书,
我父亲给我买了一辆自行车。,行,
"節目進行當中,我們要插播臨時新聞.",行,
苹果树上挂着美丽的花朵。,花,
我们只是书信联系，没有直接见过面。,书,
她是跟她朋友一起去旅行的。,行,
那台电脑是花三千块买的。,花,
家裡面史帝夫花錢花最兇。,花,
銀行今天有開嗎?,行,
孩子是我们生命中的花朵。,花,
这些是我的书，而那些是他的书。,书,
这些是很旧的书。,书,
这些是我的书。,书,
这些是我们的书桌。,书,
我要这本书。,书,
我在花园里玩。,花,
因為空氣汙染的問題，也許有一天自行車會取代汽車。,行,
我的姐姐结婚前是个秘书.,书,
这是我自行车。,行,
我找到了我要的书。,书,
我帮助我爸爸给花浇水。,花,
因此，必须进行额外的测试以确保完整的安全性。,行,
我们得出结论，这个计划目前是不可行的。,行,
我的书很重。,书,
他们今天下午2点会举行一个会议。,行,
在得到确认之前不要进行任何修改。,行,
有一些漂亮的花在花瓶。,花,
这本书关于生活在英国。,书,
那些花很漂亮。,花,
图书馆是人类的所有梦想交汇的地方。,书,
你把书拿反了，这是反面，这才是正面。,书,
我种植了两盆白兰花。,花,
那里展示着各种各样的书。,书,
我们经营各种书籍，包括新的和旧的。,书,
我从来没读过这么闷的书。,书,
把这本书翻译成英语。,书,
你的行为使全班的人丢脸。,行,
他因专心读书，没听到我的叫声。,书,
然后，虽然到那一天一直有阴暗的感觉，遍地都是花。,花,
行成于思，毁于隨。,行,
修补这个大约花费两千日元。,花,
比尔给我带来了这本书。,书,
骄傲是失败的先行者。,行,
舞台上撒了花瓣。,花,
哲学不是书面上的学问，而是一种生活的方式。,书,
千里之行始于足下，九层之台起于垒土。,行,
他的书是红色的。,书,
做出這個結論花了我們三個小時。,花,
在桃花心木的書桌上有著金屬的杯子和藍色杯墊。,花,
壁虎能夠在牆上、甚至在天花板上行走。,花,
当时正是早高峰，来来往往的行人和车辆很多。,行,
他的书和他父亲的一样多。,书,
那个男人最终供认了他的罪行。,行,
约阿夫行动是以色列独立战争中的一次作战行动。,行,
我妈是秘书。,书,
你的傷風要快點好啊，下個禮拜你就又要準備好了啦，我們沒了你是不行的。,行,
我想要本书。,书,
钱包里有两张银行卡。,银行,
这本汉语书对我们来说没有太难。,书,
这本书多少钱？,书,
这本书二十美元。,书,
这是本汉语书。,书,
请问，图书馆在哪儿？,书,
昨天我卖了两本书。,书,
我对书感兴趣。,书,
我卖两朵花。,花,
我卖花。,花,
我买的花。,花,
我买了两朵漂亮的花。,花,
哪本书是你的？,书,
他有一千多本书。,书,
他在图书馆里。,书,
去美国旅行一次相当于她两年的工资。,行,
下个月就要进行硕士论文答辩了。,行,
会花多长时间呢？,花,
我已经取了银行对账单。,银行,
这本书非常酷。,书,
我没给她带花来，而是带来一本书。,书,
孩子们正在花园里摘花。,花,
他學了三個月才學會了騎自行車。,行,
你忙，我自己干也行。,行,
公司从下个月开始推行新的管理制度。,行,
“单独二胎”政策已经在上海实施，将来可能会在全国推行。,行,
推行普通话，是中国的国策。,行,
凡事要尽力而为，更要量力而行。,行,
不能过度运动，要量力而行，否则反而对身体造成负面影响。,行,
买房要量力而行，但也要把握时机。,行,
大家同意先在这里住一晚，行程的事情明天再从长计议。,行,
把那两本书拿出来！,书,
我校图书馆藏书二百五十万册。,书,
我只写了两行。,行,
他才从图书馆回来。,书,
他们正在读一本书。,书,
他们奋斗的目标是消灭天花。,花,
你是否花了大把时间和汤姆在一起?,花,
她从银行取了钱。,银行,
天气预报是根据历史数据进行的。,行,
知道和行动是两回事。,行,
书散落在房里。,书,
我觉得这本书很简单。,书,
千里之行，始於足下。,行,
"学生去学校,肩上背着书包",书,
"如果给自行车上油,它会跑得更快一些。",行,
旅行时不要带太多行李。,行,
我丈夫总是在床上看书。,书,
这些书比那些书简单。,书,
从家到公司要花多长时间？,花,
从家走到这里需要花多少时间？,花,
这种行为叫做 “打小报告”。,行,
他把奖金存到银行了。,银行,
我整个上午一直在看书，现在很累。。。需要补充 能量,书,
他是从哪里抄来这本书的？,书,
这本书没劲儿，越看越想合上它,书,
请问，中国银行在哪儿？,银行,
请问，中国银行在哪里？,银行,
我们女同志怎么不行？妇女能顶半边天嘛！,行,
老王很谦虚，他说：“叫我负责可不行，跑跑龙套还可以。”,行,
综上所述，我们认为离婚是一种不道德的行为。,行,
小王，我可以用一下你的自行车吗？那没说的，你骑走吧！,行,
我一个人能行，你放心就是了。,行,
棉花吸水。,花,
若天氣許可的話，派對將會在戶外舉行。,行,
我花了五分鐘解決問題。,花,
你买了什么书？,书,
這部電影在年輕人之間很流行。,行,
他从书架上取下那本书。,书,
對於連續的攻擊行動警方一如往常般地束手無策。,行,
它花了我三天时间去阅读这本书。,书,
你带书没有？,书,
这些全部都是汤姆的书吗？,书,
有多少本算数书留着？,书,
汤姆，这些全都是你的书吗?,书,
银行周日不营业。,银行,
银行已经关门。,银行,
男孩在摘黄色的花。,花,
我明天要跟汤姆去坐船旅行,行,
这本书里有你应该知道的所有事的解释,书,
不好意思，请问你知道经济学部图书馆在哪里吗？,书,
你需要往花瓶里加更多的水。,花,
玛丽把一些花放进了花瓶。,花,
汤姆给玛丽买了一束玫瑰花。,花,
花子和太郎去吃了寿司。,花,
俗話說：「不應被流言蜚語所惑」，但你不覺得「知易行難」嗎？,行,
你來自哪個行星？,行,
我住在這個行星。,行,
我來自別的行星。,行,
地球是一個行星。,行,
火星是「紅色的行星」。,行,
那個行星叫土星。,行,
我的大儿子在念书。,书,
我到銀行去，很幸運地不必排隊。,行,
行星围着固定不动的恒星转。,行,
我希望你能读完这本书。,书,
把书给我。,书,
这是一本关于公共政策的书。,书,
他一個月花費多少？,花,
图书馆位于城市中心。,书,
把落在桌上的书拿上。,书,
爸爸给我买了书。,书,
插座在冒火花。,花,
我没钱买这本书。,书,
我在国外旅行的时候，我老婆老给我打电话。,行,
您是新来的秘书吧，不是吗？,书,
别把你的书放到桌子上。,书,
地球、火星和木星是行星。,行,
木星是太陽系中最大的行星。,行,
我应该取消我到洛杉矶的旅行。,行,
我还在读书。,书,
大多数电梯都是自动运行的。,行,
他骑自行车走的。,行,
不管有没有宗教，好人都会行善，而坏人都会作恶；但要是想让好人作恶，那就要靠宗教了。,行,
这本书我是在车站前的一家书店买的。,书,
我非常喜欢这本书。,书,
海王星繞行太陽一周要花一百六十五年。,花,
當我在你這個年紀時，冥王星是行星。,行,
由於軌道是橢圓形的，行星和太陽之間的距離不會總是相同。,行,
湯姆的住宅有一個不錯的花園。,花,
我花了好长时间才适应了委内瑞拉的口音。,花,
一个爱花的人坏不到哪里去。,花,
你喜歡這個花園嗎？,花,
我喜歡花。,花,
你看到一本书没有？,书,
世界就像是一本书，走一步等于翻了一页。,书,
我对这种愚蠢的行为表示非常的气愤。,行,
你咋花这笔钱嘞,花,
婚姻走过十个年头一切只是例行公事。,行,
这样讯问只是警察例行公事。,行,
我要去银行了。,银行,
读再多的书也不为过,书,
汤姆真正想要的是有足够的钱给玛丽买一些花。,花,
他被禁止行医。,行,
你在读哪本书？,书,
我们在天上的父，愿人都尊你的命为圣。愿你的国降临。愿你的旨意行在地上如同行在天上。我们日用的饮食，今日赐给我们，免我们的债，如同我们免了人的债，不叫我们遇见试探，救我们脱离凶恶。,行,
我的人生正如未开的花蕾。想在这青春的开始，不留下后悔好好珍惜。,花,
在读书的男孩是约翰。,书,
你想什么时候去图书馆哪？,书,
斯科特先用一块手表换了一本书，再把书换成了钱。,书,
我得写书。,书,
他有红色的花。,花,
读书的那个男孩子是约翰。,书,
“怎么了？” “我找不到我的钥匙了。” “什么钥匙？” “我的自行车钥匙。”,行,
只要你开心就行了。,行,
伦敦是个大城市，游客必须乘公交或地铁才能出行。,行,
恐怕他永远也不会承认自己的罪行。,行,
我是个书呆子。,书,
她就是所谓的书虫。,书,
湯姆把他大部分的空閒時間花在練習吉他上。,花,
旧约书中禁止食用贝类等有壳的水生动物。,书,
他不想要任何种类的花。,花,
Tom没有花费精力去打扮自己。,花,
Tom说他在这次的航行中读了一本书。,书,
我喜欢花时间和Tom在一起。,花,
我只有一本书。,书,
很多人喜欢步行。,行,
你不许看这些书，因为它对你不好。,书,
哪天才行？,行,
践行善事是没有早晚之别的。,行,
罪犯们密谋抢劫银行。,银行,
律师们会力劝家长们采取进一步的法律行动。,行,
我想花点时间斟酌斟酌再作决定。,花,
我们喜欢阅读书籍。,书,
你写这份报告花了多长时间？,花,
汤姆是只书虫。,书,
汤姆嗜书。,书,
这所房子不时进行扩建。,行,
当里约热内卢的一条高架自行车道倒塌时，有2人被砸死了。,行,
里约热内卢的一条自行车道倒塌了。,行,
里约热内卢的一条海边的高架自行车道倒塌了。,行,
汤姆参加了当地的一个自行车比赛,行,
汤姆在10岁的时候就学骑了自行车。,行,
根本就没实施过逮捕行动。,行,
大家都还行。,行,
花了很久才能听懂她在说什么。,花,
汤姆扔掉了他的旧书。,书,
她在行走。,行,
量力而行。,行,
汤姆正在自己房间里看书。,书,
我只是想要你把我前些日子借给你的书还回来。,书,
完蛋了，钱花得太多了。,花,
我有一輛自行車。,行,
送你這輛自行車。,行,
花瓶被打碎了。,花,
我昨天購物時自行車被偷了。,行,
你读完这本书之后， 记得要还给我。,书,
给我一点点就行。,行,
人类的愚蠢行为艺无止境。,行,
瑪麗婭花很多錢買衣服。,花,
你的行李超重了。,行,
必須判斷一個行為是否符合道德標準。,行,
我奶奶喜歡坐火車旅行。,行,
國家將對毒品政策進行改革。,行,
你可以保管這個行李直到下午三點嗎？,行,
书在哪儿？,书,
你花多少時間在Facebook上？,花,
我並沒有花那麼多時間在Facebook上。,花,
我花了幾乎一整天在用Facebook。,花,
太陽系中有多少行星？,行,
水星是我們的太陽系中最小的行星。,行,
土星是太陽系中第二大的行星。,行,
水星是太陽系八大行星中最小的。,行,
多好看的一朵花啊！,花,
這些花真好看！,花,
他是個花花公子。,花,
他是個花心大蘿蔔。,花,
Tom對烹飪很在行。,行,
我需要把錢從銀行提出來。,行,
他的行為構成了濫用職權。,行,
「你為什麼打破我的花瓶？」「你惡有惡報。」,花,
如果我用爬行的，也許能從柵欄下離開。,行,
我见她在人行道上走。,行,
旅行社會爲你安排去安達盧西亞的旅行。,行,
那会花很多时间。,花,
据我所知，这本书尚未被翻译成日语。,书,
吃爆米花可能比吃薯条更健康。,花,
他步行上学。,行,
有空就读这本书吧。,书,
你知道這花的名字嗎？,花,
瑪麗是在16小時跨大陸飛行中早產出生的。,行,
给我点水吧，行行好。,行,
這花聞著香甜。,花,
我花800日元买了这本书。,书,
这要花时间。,花,
湯姆花了大半箇早晨整理辦公室。,花,
我们该步行吗？,行,
汤姆为他怀孕的妻子骑行30千米到商店买草莓。,行,
桌上有些书。,书,
反社会者极少为他们的罪行显露懊悔或有罪恶的感觉。,行,
我在那商店花低價買了臺錄像機。,花,
别在吃饭时读书。,书,
你在读书。,书,
他在读书。,书,
我们在读书。,书,
你们在读书。,书,
您在读书。,书,
他们在读书。,书,
她们在读书。,书,
你必须为自己的行为负责。,行,
這計劃執行起來花銷會很大。,花,
请看这本书。,书,
這花是黃的。,花,
那差不多就是完美犯罪：我們到達現場，打開行李箱，殺了那人並消除指紋，但我們忘了藏屍體。,行,
运动会要延期举行。,行,
汤姆往炖菜里加了西兰花。,花,
我们都喜欢骑自行车。,行,
这是他们的书。,书,
她把錢存在銀行裡。,行,
無論通過行納粹禮還是將手放在胸前，我認為這種愛國主義的表現是一種病的症狀，而病因和治療方法有待進一步研究。,行,
幾箇世紀以來，天文學家相信銀河構成了整個宇宙。哈勃第一箇證明了通過望遠鏡看到的天空中的模糊花斑是其他星系，而不是銀河系的遙遠部分。,花,
谢谢你的花！,花,
汤姆想多把时间花在他的家庭上。,花,
相比第二本，我更喜欢汤姆的第一本书。,书,
要花很多錢。,花,
我跟湯姆出去逛，行嗎？,行,
我在读书。,书,
海龟是爬行动物。,行,
这肯定是我的书。,书,
随着故事的进行，谜题揭开了。,行,
汤姆在花园里站着。,花,
他是箇非常浪漫的男朋友，每晚都給我送花。,花,
我已经读完了所有哈利·波特书。,书,
铁路与公路平行。,行,
我認爲辯論該繼續進行。,行,
林肯向前政敌行礼。,行,
未满年龄饮酒是罪行。,行,
我要花很长时间。,花,
在哥伦比亚，天主教习俗盛行。,行,
雜草完全佔據了花壇。,花,
湯姆在他房間整理行李。,行,
買便宜貨要花很多錢。,花,
他父親在花園裏。,花,
是有人花钱让你做这事吗？,花,
我父親騎自行車去上班。,行,
湯姆在瑪麗身上花時間。,花,
我的银行账户里没留下钱。,银行,
我整天待在图书馆。,书,
他的这本书一点意思也没有。,书,
我花了一千日圓修理腳踏車。,花,
那些花死了。,花,
把书放在原处。,书,
人要为自己的行为负责。,行,
我们应该进行测试。,行,
情人節是應該送花，還是應該穿性感的內衣呢？,花,
別問問題。跟著我就行。,行,
那自行车是我的。,行,
我父亲在花园边上装了篱笆。,花,
我就要读完这本书了。,书,
我的兄弟在花園睡了一覺。,花,
元宵節要賞花燈。,花,
湯姆從沒忘記在婚禮周年紀念日送給他妻子花。,花,
我要在花園裏種些樹。,花,
桌子上只有一本书。,书,
你的学校有图书馆吗？,书,
內衣的花邊讓我有點癢。,花,
胸罩的花邊讓我有點癢。,花,
文胸的花邊讓我有點癢。,花,
这本书小。,书,
黑的电话比白的花钱多。,花,
這種行為是對演出的不尊重。,行,
我一生都谨慎行事。,行,
你应该带护照去银行。,银行,
銀行開著嗎？,行,
我们叫她一个书虫。,书,
湯姆在給瑪麗買花。,花,
系统运行起来了。,行,
它花多少钱对你很重要吗？,花,
那輛藍色的自行車是新的。,行,
她有紅色的花。,花,
每年都有大量新书出版。,书,
我相信他採取的行動是對的。,行,
这本书写得很好。,书,
它花了几个月。,花,
你可能对花粉或灰尘过敏。,花,
你為什麼在畫花？,花,
我整个下午都在花园里。,花,
汤姆像什么也没发生一样行动。,行,
汤姆希望他没有从玛丽那里借书。,书,
他跑去那裡參加示威遊行了。,行,
船逆流航行。,行,
爆米花是我最喜欢的零食。,花,
汤姆阻止我进银行。,银行,
花園中一片花枝累垂的樣子。,花,
我們稱一斤花枝吧。,花,
我今天晚上想吃花枝。,花,
他手上有一朵花。,花,
我們踏上了去巴塞羅那的旅行。,行,
一大群孩子聚集在花园中。,花,
书页因年久而变黄,书,
這艘船被拖進了船塢進行改裝。,行,
你怎麼看婚前性行爲？,行,
他们说高尔夫在日本很流行。,行,
這會是個絕好的旅行。,行,
我会读完这本书。,书,
两本书我都会读。,书,
為了找到一個名字，我花了八天時間。,花,
心灵与心之间的关系，通常如同一个城堡的图书馆与城堡主人之间的关系一样。,书,
她在行李箱中放進了兩條褲襪。,行,
如今的大多数书似乎是一夜之间从昨日的书籍中冒出来。,书,
看來湯姆借了輛自行車。,行,
湯姆的自行車昨天被偷了。,行,
汤姆还是不能读书。,书,
你的旅行是怎么开始的？,行,
我們在槍林彈雨之下行進。,行,
我正在图书馆学习。,书,
汤姆经常步行去学校。,行,
父亲给我买了本书。,书,
湯姆給瑪麗帶了些花。,花,
它花了我三年。,花,
湯姆搶了家銀行。,行,
我甚麼時候能拿我的行李？,行,
浴缸裡滿是熱水和花瓣。,花,
帆船沿著海岸航行著。,行,
行政權與立法權融合於內閣，施政有效率。,行,
銀行必須將存款額的一定比率交由中央銀行保管。,行,
二戰後歐洲與日本進行重建。,行,
飛機在往香港方向飛行。,行,
請澆花。,花,
你買了輛好自行車嗎？,行,
我們花了很長時間決定我們真正要做的事。,花,
這花多久時間去計劃?,花,
我想去澳大利亞旅行。,行,
這個不行。,行,
這個國家成功進行了一次核試驗。,行,
他應該花更多時間在這個研究上。,花,
獨立公投將在下週舉行。,行,
雖然配料表中未列出堅果和花生，但餅乾中仍可能含有這些成分。。,花,
我那時還是個外行。,行,
我們往車裡装了很多行李。,行,
我試著花時間,花,
湯姆花很多時間閱讀,花,
