palabra,pinyin,sentido,traduccion,ejemplo,audio_url,score
革命,ge ming,revolución, revolución,Ejemplo de uso con 革命 - revolución,https://translate.google.com/translate_tts?ie=UTF-8&q=革命&tl=zh&client=tw-ob,923944
革命,ge ming,revolucionario, revolucionario,Ejemplo de uso con 革命 - revolucionario,https://translate.google.com/translate_tts?ie=UTF-8&q=革命&tl=zh&client=tw-ob,923944
革命,ge ming,para rebelarse (contra SB o STH), para rebelarse (contra SB o STH),Ejemplo de uso con 革命 - para rebelarse (contra SB o STH),https://translate.google.com/translate_tts?ie=UTF-8&q=革命&tl=zh&client=tw-ob,923944
革命,ge ming,revolucionar (sth), revolucionar (sth),Ejemplo de uso con 革命 - revolucionar (sth),https://translate.google.com/translate_tts?ie=UTF-8&q=革命&tl=zh&client=tw-ob,923944
革命,ge ming,(verbo separable a veces usado en el patrón 革 sustantivo 的命), (verbo separable a veces usado en el patrón 革 sustantivo 的命),Ejemplo de uso con 革命 - (verbo separable a veces usado en el patrón 革 sustantivo 的命),https://translate.google.com/translate_tts?ie=UTF-8&q=革命&tl=zh&client=tw-ob,923944
革命,ge ming,CL: 次 [CI4], CL: 次 [CI4],Ejemplo de uso con 革命 - CL: 次 [CI4],https://translate.google.com/translate_tts?ie=UTF-8&q=革命&tl=zh&client=tw-ob,923944
穿,chuan,para usar,para usar,Ejemplo de uso con 穿 - para usar,https://translate.google.com/translate_tts?ie=UTF-8&q=穿&tl=zh&client=tw-ob,920079
穿,chuan,Ponerse, Ponerse,Ejemplo de uso con 穿 - Ponerse,https://translate.google.com/translate_tts?ie=UTF-8&q=穿&tl=zh&client=tw-ob,920079
穿,chuan,para vestirse, para vestirse,Ejemplo de uso con 穿 - para vestirse,https://translate.google.com/translate_tts?ie=UTF-8&q=穿&tl=zh&client=tw-ob,920079
穿,chuan,para atravesar, para atravesar,Ejemplo de uso con 穿 - para atravesar,https://translate.google.com/translate_tts?ie=UTF-8&q=穿&tl=zh&client=tw-ob,920079
穿,chuan,para perforar, para perforar,Ejemplo de uso con 穿 - para perforar,https://translate.google.com/translate_tts?ie=UTF-8&q=穿&tl=zh&client=tw-ob,920079
穿,chuan,perforar, perforar,Ejemplo de uso con 穿 - perforar,https://translate.google.com/translate_tts?ie=UTF-8&q=穿&tl=zh&client=tw-ob,920079
穿,chuan,para penetrar, para penetrar,Ejemplo de uso con 穿 - para penetrar,https://translate.google.com/translate_tts?ie=UTF-8&q=穿&tl=zh&client=tw-ob,920079
穿,chuan,pasar a través de, pasar a través de,Ejemplo de uso con 穿 - pasar a través de,https://translate.google.com/translate_tts?ie=UTF-8&q=穿&tl=zh&client=tw-ob,920079
穿,chuan,a hilo, a hilo,Ejemplo de uso con 穿 - a hilo,https://translate.google.com/translate_tts?ie=UTF-8&q=穿&tl=zh&client=tw-ob,920079
吃,chi,comer,comer,Ejemplo de uso con 吃 - comer,https://translate.google.com/translate_tts?ie=UTF-8&q=吃&tl=zh&client=tw-ob,919975
吃,chi,consumir, consumir,Ejemplo de uso con 吃 - consumir,https://translate.google.com/translate_tts?ie=UTF-8&q=吃&tl=zh&client=tw-ob,919975
吃,chi,"comer en (una cafetería, etc.)"," comer en (una cafetería, etc.)","Ejemplo de uso con 吃 - comer en (una cafetería, etc.)",https://translate.google.com/translate_tts?ie=UTF-8&q=吃&tl=zh&client=tw-ob,919975
吃,chi,para erradicar, para erradicar,Ejemplo de uso con 吃 - para erradicar,https://translate.google.com/translate_tts?ie=UTF-8&q=吃&tl=zh&client=tw-ob,919975
吃,chi,destruir, destruir,Ejemplo de uso con 吃 - destruir,https://translate.google.com/translate_tts?ie=UTF-8&q=吃&tl=zh&client=tw-ob,919975
吃,chi,para absorber, para absorber,Ejemplo de uso con 吃 - para absorber,https://translate.google.com/translate_tts?ie=UTF-8&q=吃&tl=zh&client=tw-ob,919975
吃,chi,"sufrir (shock, lesión, derrota, etc.)"," sufrir (shock, lesión, derrota, etc.)","Ejemplo de uso con 吃 - sufrir (shock, lesión, derrota, etc.)",https://translate.google.com/translate_tts?ie=UTF-8&q=吃&tl=zh&client=tw-ob,919975
黑,hei,negro,negro,Ejemplo de uso con 黑 - negro,https://translate.google.com/translate_tts?ie=UTF-8&q=黑&tl=zh&client=tw-ob,914976
黑,hei,oscuro, oscuro,Ejemplo de uso con 黑 - oscuro,https://translate.google.com/translate_tts?ie=UTF-8&q=黑&tl=zh&client=tw-ob,914976
黑,hei,siniestro, siniestro,Ejemplo de uso con 黑 - siniestro,https://translate.google.com/translate_tts?ie=UTF-8&q=黑&tl=zh&client=tw-ob,914976
黑,hei,secreto, secreto,Ejemplo de uso con 黑 - secreto,https://translate.google.com/translate_tts?ie=UTF-8&q=黑&tl=zh&client=tw-ob,914976
黑,hei,sombreado, sombreado,Ejemplo de uso con 黑 - sombreado,https://translate.google.com/translate_tts?ie=UTF-8&q=黑&tl=zh&client=tw-ob,914976
黑,hei,ilegal, ilegal,Ejemplo de uso con 黑 - ilegal,https://translate.google.com/translate_tts?ie=UTF-8&q=黑&tl=zh&client=tw-ob,914976
黑,hei,esconderse (st) fuera, esconderse (st) fuera,Ejemplo de uso con 黑 - esconderse (st) fuera,https://translate.google.com/translate_tts?ie=UTF-8&q=黑&tl=zh&client=tw-ob,914976
黑,hei,vilipendiar, vilipendiar,Ejemplo de uso con 黑 - vilipendiar,https://translate.google.com/translate_tts?ie=UTF-8&q=黑&tl=zh&client=tw-ob,914976
黑,hei,(palabra de préstamo) para hackear (computación), (palabra de préstamo) para hackear (computación),Ejemplo de uso con 黑 - (palabra de préstamo) para hackear (computación),https://translate.google.com/translate_tts?ie=UTF-8&q=黑&tl=zh&client=tw-ob,914976
推,tui,para empujar,para empujar,Ejemplo de uso con 推 - para empujar,https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
推,tui,para cortar, para cortar,Ejemplo de uso con 推 - para cortar,https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
推,tui,rechazar, rechazar,Ejemplo de uso con 推 - rechazar,https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
推,tui,rechazar, rechazar,Ejemplo de uso con 推 - rechazar,https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
推,tui,declinar, declinar,Ejemplo de uso con 推 - declinar,https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
推,tui,para eludir (responsabilidad), para eludir (responsabilidad),Ejemplo de uso con 推 - para eludir (responsabilidad),https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
推,tui,para posponer, para posponer,Ejemplo de uso con 推 - para posponer,https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
推,tui,retrasar, retrasar,Ejemplo de uso con 推 - retrasar,https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
推,tui,para avanzar, para avanzar,Ejemplo de uso con 推 - para avanzar,https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
推,tui,nominar, nominar,Ejemplo de uso con 推 - nominar,https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
推,tui,elegir, elegir,Ejemplo de uso con 推 - elegir,https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
推,tui,masaje, masaje,Ejemplo de uso con 推 - masaje,https://translate.google.com/translate_tts?ie=UTF-8&q=推&tl=zh&client=tw-ob,910656
心,xin,corazón,corazón,Ejemplo de uso con 心 - corazón,https://translate.google.com/translate_tts?ie=UTF-8&q=心&tl=zh&client=tw-ob,908496
心,xin,mente, mente,Ejemplo de uso con 心 - mente,https://translate.google.com/translate_tts?ie=UTF-8&q=心&tl=zh&client=tw-ob,908496
心,xin,intención, intención,Ejemplo de uso con 心 - intención,https://translate.google.com/translate_tts?ie=UTF-8&q=心&tl=zh&client=tw-ob,908496
心,xin,centro, centro,Ejemplo de uso con 心 - centro,https://translate.google.com/translate_tts?ie=UTF-8&q=心&tl=zh&client=tw-ob,908496
心,xin,centro, centro,Ejemplo de uso con 心 - centro,https://translate.google.com/translate_tts?ie=UTF-8&q=心&tl=zh&client=tw-ob,908496
心,xin,"CL: 顆 | 颗 [Ke1], 個 | 个 [GE4]"," CL: 顆 | 颗 [Ke1], 個 | 个 [GE4]","Ejemplo de uso con 心 - CL: 顆 | 颗 [Ke1], 個 | 个 [GE4]",https://translate.google.com/translate_tts?ie=UTF-8&q=心&tl=zh&client=tw-ob,908496
比,bi,para comparar,para comparar,Ejemplo de uso con 比 - para comparar,https://translate.google.com/translate_tts?ie=UTF-8&q=比&tl=zh&client=tw-ob,882625
比,bi,(seguido de un sustantivo y adjetivo) más {adj.} que {sustantivo}, (seguido de un sustantivo y adjetivo) más {adj.} que {sustantivo},Ejemplo de uso con 比 - (seguido de un sustantivo y adjetivo) más {adj.} que {sustantivo},https://translate.google.com/translate_tts?ie=UTF-8&q=比&tl=zh&client=tw-ob,882625
比,bi,relación, relación,Ejemplo de uso con 比 - relación,https://translate.google.com/translate_tts?ie=UTF-8&q=比&tl=zh&client=tw-ob,882625
比,bi,al gesto, al gesto,Ejemplo de uso con 比 - al gesto,https://translate.google.com/translate_tts?ie=UTF-8&q=比&tl=zh&client=tw-ob,882625
比,bi,(Taiwán pr. [Bi4] en algunos compuestos derivados del chino clásico), (Taiwán pr. [Bi4] en algunos compuestos derivados del chino clásico),Ejemplo de uso con 比 - (Taiwán pr. [Bi4] en algunos compuestos derivados del chino clásico),https://translate.google.com/translate_tts?ie=UTF-8&q=比&tl=zh&client=tw-ob,882625
研究,yan jiu,investigación,investigación,Ejemplo de uso con 研究 - investigación,https://translate.google.com/translate_tts?ie=UTF-8&q=研究&tl=zh&client=tw-ob,875725
研究,yan jiu,un estudio, un estudio,Ejemplo de uso con 研究 - un estudio,https://translate.google.com/translate_tts?ie=UTF-8&q=研究&tl=zh&client=tw-ob,875725
研究,yan jiu,Cl: 項 | 项 [xiang4], Cl: 項 | 项 [xiang4],Ejemplo de uso con 研究 - Cl: 項 | 项 [xiang4],https://translate.google.com/translate_tts?ie=UTF-8&q=研究&tl=zh&client=tw-ob,875725
研究,yan jiu,investigar, investigar,Ejemplo de uso con 研究 - investigar,https://translate.google.com/translate_tts?ie=UTF-8&q=研究&tl=zh&client=tw-ob,875725
研究,yan jiu,para investigar, para investigar,Ejemplo de uso con 研究 - para investigar,https://translate.google.com/translate_tts?ie=UTF-8&q=研究&tl=zh&client=tw-ob,875725
水,shui,agua,agua,Ejemplo de uso con 水 - agua,https://translate.google.com/translate_tts?ie=UTF-8&q=水&tl=zh&client=tw-ob,875304
水,shui,(después de un nombre) ... río, (después de un nombre) ... río,Ejemplo de uso con 水 - (después de un nombre) ... río,https://translate.google.com/translate_tts?ie=UTF-8&q=水&tl=zh&client=tw-ob,875304
水,shui,nadar (utilizado principalmente en 會水 | 会水 [Hui4shui3] y 水性 [shui3xing4]), nadar (utilizado principalmente en 會水 | 会水 [Hui4shui3] y 水性 [shui3xing4]),Ejemplo de uso con 水 - nadar (utilizado principalmente en 會水 | 会水 [Hui4shui3] y 水性 [shui3xing4]),https://translate.google.com/translate_tts?ie=UTF-8&q=水&tl=zh&client=tw-ob,875304
水,shui,(Coll.) Falta de sustancia, (Coll.) Falta de sustancia,Ejemplo de uso con 水 - (Coll.) Falta de sustancia,https://translate.google.com/translate_tts?ie=UTF-8&q=水&tl=zh&client=tw-ob,875304
水,shui,pacotilla, pacotilla,Ejemplo de uso con 水 - pacotilla,https://translate.google.com/translate_tts?ie=UTF-8&q=水&tl=zh&client=tw-ob,875304
水,shui,(forma unida) costo adicional, (forma unida) costo adicional,Ejemplo de uso con 水 - (forma unida) costo adicional,https://translate.google.com/translate_tts?ie=UTF-8&q=水&tl=zh&client=tw-ob,875304
水,shui,ingresos extra, ingresos extra,Ejemplo de uso con 水 - ingresos extra,https://translate.google.com/translate_tts?ie=UTF-8&q=水&tl=zh&client=tw-ob,875304
水,shui,Clasificador para lavados de una prenda, Clasificador para lavados de una prenda,Ejemplo de uso con 水 - Clasificador para lavados de una prenda,https://translate.google.com/translate_tts?ie=UTF-8&q=水&tl=zh&client=tw-ob,875304
部,bu,ministerio,ministerio,Ejemplo de uso con 部 - ministerio,https://translate.google.com/translate_tts?ie=UTF-8&q=部&tl=zh&client=tw-ob,869056
部,bu,departamento, departamento,Ejemplo de uso con 部 - departamento,https://translate.google.com/translate_tts?ie=UTF-8&q=部&tl=zh&client=tw-ob,869056
部,bu,sección, sección,Ejemplo de uso con 部 - sección,https://translate.google.com/translate_tts?ie=UTF-8&q=部&tl=zh&client=tw-ob,869056
部,bu,parte, parte,Ejemplo de uso con 部 - parte,https://translate.google.com/translate_tts?ie=UTF-8&q=部&tl=zh&client=tw-ob,869056
部,bu,división, división,Ejemplo de uso con 部 - división,https://translate.google.com/translate_tts?ie=UTF-8&q=部&tl=zh&client=tw-ob,869056
部,bu,tropas, tropas,Ejemplo de uso con 部 - tropas,https://translate.google.com/translate_tts?ie=UTF-8&q=部&tl=zh&client=tw-ob,869056
部,bu,junta, junta,Ejemplo de uso con 部 - junta,https://translate.google.com/translate_tts?ie=UTF-8&q=部&tl=zh&client=tw-ob,869056
部,bu,"Clasificador para obras de literatura, películas, máquinas, etc."," Clasificador para obras de literatura, películas, máquinas, etc.","Ejemplo de uso con 部 - Clasificador para obras de literatura, películas, máquinas, etc.",https://translate.google.com/translate_tts?ie=UTF-8&q=部&tl=zh&client=tw-ob,869056
接,jie,para recibir,para recibir,Ejemplo de uso con 接 - para recibir,https://translate.google.com/translate_tts?ie=UTF-8&q=接&tl=zh&client=tw-ob,851715
接,jie,para contestar (el teléfono), para contestar (el teléfono),Ejemplo de uso con 接 - para contestar (el teléfono),https://translate.google.com/translate_tts?ie=UTF-8&q=接&tl=zh&client=tw-ob,851715
接,jie,para conocer o dar la bienvenida a SB, para conocer o dar la bienvenida a SB,Ejemplo de uso con 接 - para conocer o dar la bienvenida a SB,https://translate.google.com/translate_tts?ie=UTF-8&q=接&tl=zh&client=tw-ob,851715
接,jie,para conectarse, para conectarse,Ejemplo de uso con 接 - para conectarse,https://translate.google.com/translate_tts?ie=UTF-8&q=接&tl=zh&client=tw-ob,851715
接,jie,atrapar, atrapar,Ejemplo de uso con 接 - atrapar,https://translate.google.com/translate_tts?ie=UTF-8&q=接&tl=zh&client=tw-ob,851715
接,jie,para unirse, para unirse,Ejemplo de uso con 接 - para unirse,https://translate.google.com/translate_tts?ie=UTF-8&q=接&tl=zh&client=tw-ob,851715
接,jie,extender, extender,Ejemplo de uso con 接 - extender,https://translate.google.com/translate_tts?ie=UTF-8&q=接&tl=zh&client=tw-ob,851715
接,jie,tomar el giro de uno de servicio, tomar el giro de uno de servicio,Ejemplo de uso con 接 - tomar el giro de uno de servicio,https://translate.google.com/translate_tts?ie=UTF-8&q=接&tl=zh&client=tw-ob,851715
接,jie,para hacerse cargo de SB, para hacerse cargo de SB,Ejemplo de uso con 接 - para hacerse cargo de SB,https://translate.google.com/translate_tts?ie=UTF-8&q=接&tl=zh&client=tw-ob,851715
站,zhan,estación,estación,Ejemplo de uso con 站 - estación,https://translate.google.com/translate_tts?ie=UTF-8&q=站&tl=zh&client=tw-ob,834984
站,zhan,para pararse, para pararse,Ejemplo de uso con 站 - para pararse,https://translate.google.com/translate_tts?ie=UTF-8&q=站&tl=zh&client=tw-ob,834984
站,zhan,detenerse, detenerse,Ejemplo de uso con 站 - detenerse,https://translate.google.com/translate_tts?ie=UTF-8&q=站&tl=zh&client=tw-ob,834984
站,zhan,parar, parar,Ejemplo de uso con 站 - parar,https://translate.google.com/translate_tts?ie=UTF-8&q=站&tl=zh&client=tw-ob,834984
站,zhan,rama de una empresa u organización, rama de una empresa u organización,Ejemplo de uso con 站 - rama de una empresa u organización,https://translate.google.com/translate_tts?ie=UTF-8&q=站&tl=zh&client=tw-ob,834984
站,zhan,sitio web, sitio web,Ejemplo de uso con 站 - sitio web,https://translate.google.com/translate_tts?ie=UTF-8&q=站&tl=zh&client=tw-ob,834984
原,yuan,anterior,anterior,Ejemplo de uso con 原 - anterior,https://translate.google.com/translate_tts?ie=UTF-8&q=原&tl=zh&client=tw-ob,829374
原,yuan,original, original,Ejemplo de uso con 原 - original,https://translate.google.com/translate_tts?ie=UTF-8&q=原&tl=zh&client=tw-ob,829374
原,yuan,primario, primario,Ejemplo de uso con 原 - primario,https://translate.google.com/translate_tts?ie=UTF-8&q=原&tl=zh&client=tw-ob,829374
原,yuan,crudo, crudo,Ejemplo de uso con 原 - crudo,https://translate.google.com/translate_tts?ie=UTF-8&q=原&tl=zh&client=tw-ob,829374
原,yuan,nivel, nivel,Ejemplo de uso con 原 - nivel,https://translate.google.com/translate_tts?ie=UTF-8&q=原&tl=zh&client=tw-ob,829374
原,yuan,causa, causa,Ejemplo de uso con 原 - causa,https://translate.google.com/translate_tts?ie=UTF-8&q=原&tl=zh&client=tw-ob,829374
原,yuan,fuente, fuente,Ejemplo de uso con 原 - fuente,https://translate.google.com/translate_tts?ie=UTF-8&q=原&tl=zh&client=tw-ob,829374
花,hua,flor,flor,Ejemplo de uso con 花 - flor,https://translate.google.com/translate_tts?ie=UTF-8&q=花&tl=zh&client=tw-ob,813440
花,hua,florecer, florecer,Ejemplo de uso con 花 - florecer,https://translate.google.com/translate_tts?ie=UTF-8&q=花&tl=zh&client=tw-ob,813440
花,hua,"Cl: 朵 [duo3], 支 [zhi1], 束 [shu4], 把 [ba3], 盆 [Pen2], 簇 [Cu4]"," Cl: 朵 [duo3], 支 [zhi1], 束 [shu4], 把 [ba3], 盆 [Pen2], 簇 [Cu4]","Ejemplo de uso con 花 - Cl: 朵 [duo3], 支 [zhi1], 束 [shu4], 把 [ba3], 盆 [Pen2], 簇 [Cu4]",https://translate.google.com/translate_tts?ie=UTF-8&q=花&tl=zh&client=tw-ob,813440
花,hua,patrón elegante, patrón elegante,Ejemplo de uso con 花 - patrón elegante,https://translate.google.com/translate_tts?ie=UTF-8&q=花&tl=zh&client=tw-ob,813440
花,hua,florido, florido,Ejemplo de uso con 花 - florido,https://translate.google.com/translate_tts?ie=UTF-8&q=花&tl=zh&client=tw-ob,813440
花,hua,"gastar (dinero, tiempo)"," gastar (dinero, tiempo)","Ejemplo de uso con 花 - gastar (dinero, tiempo)",https://translate.google.com/translate_tts?ie=UTF-8&q=花&tl=zh&client=tw-ob,813440
花,hua,(coll.) lujurioso, (coll.) lujurioso,Ejemplo de uso con 花 - (coll.) lujurioso,https://translate.google.com/translate_tts?ie=UTF-8&q=花&tl=zh&client=tw-ob,813440
花,hua,libidinoso, libidinoso,Ejemplo de uso con 花 - libidinoso,https://translate.google.com/translate_tts?ie=UTF-8&q=花&tl=zh&client=tw-ob,813440
都,dou,ciudad capital,ciudad capital,Ejemplo de uso con 都 - ciudad capital,https://translate.google.com/translate_tts?ie=UTF-8&q=都&tl=zh&client=tw-ob,811120
都,dou,metrópoli, metrópoli,Ejemplo de uso con 都 - metrópoli,https://translate.google.com/translate_tts?ie=UTF-8&q=都&tl=zh&client=tw-ob,811120
十分,shi fen,muy,muy,Ejemplo de uso con 十分 - muy,https://translate.google.com/translate_tts?ie=UTF-8&q=十分&tl=zh&client=tw-ob,804972
十分,shi fen,completamente, completamente,Ejemplo de uso con 十分 - completamente,https://translate.google.com/translate_tts?ie=UTF-8&q=十分&tl=zh&client=tw-ob,804972
十分,shi fen,absolutamente, absolutamente,Ejemplo de uso con 十分 - absolutamente,https://translate.google.com/translate_tts?ie=UTF-8&q=十分&tl=zh&client=tw-ob,804972
十分,shi fen,extremadamente, extremadamente,Ejemplo de uso con 十分 - extremadamente,https://translate.google.com/translate_tts?ie=UTF-8&q=十分&tl=zh&client=tw-ob,804972
十分,shi fen,absolutamente, absolutamente,Ejemplo de uso con 十分 - absolutamente,https://translate.google.com/translate_tts?ie=UTF-8&q=十分&tl=zh&client=tw-ob,804972
十分,shi fen,cien por ciento, cien por ciento,Ejemplo de uso con 十分 - cien por ciento,https://translate.google.com/translate_tts?ie=UTF-8&q=十分&tl=zh&client=tw-ob,804972
十分,shi fen,dividir en diez partes iguales, dividir en diez partes iguales,Ejemplo de uso con 十分 - dividir en diez partes iguales,https://translate.google.com/translate_tts?ie=UTF-8&q=十分&tl=zh&client=tw-ob,804972
及,ji,y,y,Ejemplo de uso con 及 - y,https://translate.google.com/translate_tts?ie=UTF-8&q=及&tl=zh&client=tw-ob,799808
及,ji,alcanzar, alcanzar,Ejemplo de uso con 及 - alcanzar,https://translate.google.com/translate_tts?ie=UTF-8&q=及&tl=zh&client=tw-ob,799808
及,ji,arriba a, arriba a,Ejemplo de uso con 及 - arriba a,https://translate.google.com/translate_tts?ie=UTF-8&q=及&tl=zh&client=tw-ob,799808
及,ji,a tiempo para, a tiempo para,Ejemplo de uso con 及 - a tiempo para,https://translate.google.com/translate_tts?ie=UTF-8&q=及&tl=zh&client=tw-ob,799808
引,yin,"para dibujar (por ejemplo, un arco)","para dibujar (por ejemplo, un arco)","Ejemplo de uso con 引 - para dibujar (por ejemplo, un arco)",https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
引,yin,tirar, tirar,Ejemplo de uso con 引 - tirar,https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
引,yin,estirar Sth, estirar Sth,Ejemplo de uso con 引 - estirar Sth,https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
引,yin,extender, extender,Ejemplo de uso con 引 - extender,https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
引,yin,alargar, alargar,Ejemplo de uso con 引 - alargar,https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
引,yin,involucrar o implicar en, involucrar o implicar en,Ejemplo de uso con 引 - involucrar o implicar en,https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
引,yin,atraer, atraer,Ejemplo de uso con 引 - atraer,https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
引,yin,para liderar, para liderar,Ejemplo de uso con 引 - para liderar,https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
引,yin,para guiar, para guiar,Ejemplo de uso con 引 - para guiar,https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
引,yin,para irse, para irse,Ejemplo de uso con 引 - para irse,https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
引,yin,proporcionar evidencia o justificación para, proporcionar evidencia o justificación para,Ejemplo de uso con 引 - proporcionar evidencia o justificación para,https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
引,yin,"Unidad de distancia antigua igual a 10 丈 [Zhang4], una diez km o 33.33 metros"," Unidad de distancia antigua igual a 10 丈 [Zhang4], una diez km o 33.33 metros","Ejemplo de uso con 引 - Unidad de distancia antigua igual a 10 丈 [Zhang4], una diez km o 33.33 metros",https://translate.google.com/translate_tts?ie=UTF-8&q=引&tl=zh&client=tw-ob,799200
提出,ti chu,para plantear (un problema),para plantear (un problema),Ejemplo de uso con 提出 - para plantear (un problema),https://translate.google.com/translate_tts?ie=UTF-8&q=提出&tl=zh&client=tw-ob,797004
提出,ti chu,proponer, proponer,Ejemplo de uso con 提出 - proponer,https://translate.google.com/translate_tts?ie=UTF-8&q=提出&tl=zh&client=tw-ob,797004
提出,ti chu,para presentarse, para presentarse,Ejemplo de uso con 提出 - para presentarse,https://translate.google.com/translate_tts?ie=UTF-8&q=提出&tl=zh&client=tw-ob,797004
提出,ti chu,sugerir, sugerir,Ejemplo de uso con 提出 - sugerir,https://translate.google.com/translate_tts?ie=UTF-8&q=提出&tl=zh&client=tw-ob,797004
提出,ti chu,publicar (en un sitio web), publicar (en un sitio web),Ejemplo de uso con 提出 - publicar (en un sitio web),https://translate.google.com/translate_tts?ie=UTF-8&q=提出&tl=zh&client=tw-ob,797004
提出,ti chu,para retirar (efectivo), para retirar (efectivo),Ejemplo de uso con 提出 - para retirar (efectivo),https://translate.google.com/translate_tts?ie=UTF-8&q=提出&tl=zh&client=tw-ob,797004
位,wei,posición,posición,Ejemplo de uso con 位 - posición,https://translate.google.com/translate_tts?ie=UTF-8&q=位&tl=zh&client=tw-ob,795907
位,wei,ubicación, ubicación,Ejemplo de uso con 位 - ubicación,https://translate.google.com/translate_tts?ie=UTF-8&q=位&tl=zh&client=tw-ob,795907
位,wei,lugar, lugar,Ejemplo de uso con 位 - lugar,https://translate.google.com/translate_tts?ie=UTF-8&q=位&tl=zh&client=tw-ob,795907
位,wei,asiento, asiento,Ejemplo de uso con 位 - asiento,https://translate.google.com/translate_tts?ie=UTF-8&q=位&tl=zh&client=tw-ob,795907
位,wei,clasificador para personas (honoríficas), clasificador para personas (honoríficas),Ejemplo de uso con 位 - clasificador para personas (honoríficas),https://translate.google.com/translate_tts?ie=UTF-8&q=位&tl=zh&client=tw-ob,795907
位,wei,"clasificador para bits binarios (por ejemplo, 十六位 十六位 十六位 十六位 十六位 十六位 16 bits o 2 bytes)"," clasificador para bits binarios (por ejemplo, 十六位 十六位 十六位 十六位 十六位 十六位 16 bits o 2 bytes)","Ejemplo de uso con 位 - clasificador para bits binarios (por ejemplo, 十六位 十六位 十六位 十六位 十六位 十六位 16 bits o 2 bytes)",https://translate.google.com/translate_tts?ie=UTF-8&q=位&tl=zh&client=tw-ob,795907
位,wei,(Física) potencial, (Física) potencial,Ejemplo de uso con 位 - (Física) potencial,https://translate.google.com/translate_tts?ie=UTF-8&q=位&tl=zh&client=tw-ob,795907
倒,dao,invertir,invertir,Ejemplo de uso con 倒 - invertir,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
倒,dao,colocar al revés o al frente hacia atrás, colocar al revés o al frente hacia atrás,Ejemplo de uso con 倒 - colocar al revés o al frente hacia atrás,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
倒,dao,para derramar, para derramar,Ejemplo de uso con 倒 - para derramar,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
倒,dao,para dar una propina, para dar una propina,Ejemplo de uso con 倒 - para dar una propina,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
倒,dao,para volcar, para volcar,Ejemplo de uso con 倒 - para volcar,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
倒,dao,invertido, invertido,Ejemplo de uso con 倒 - invertido,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
倒,dao,Al revés, Al revés,Ejemplo de uso con 倒 - Al revés,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
倒,dao,invertido, invertido,Ejemplo de uso con 倒 - invertido,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
倒,dao,para ir hacia atrás, para ir hacia atrás,Ejemplo de uso con 倒 - para ir hacia atrás,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
倒,dao,Contrariamente a lo que uno podría esperar, Contrariamente a lo que uno podría esperar,Ejemplo de uso con 倒 - Contrariamente a lo que uno podría esperar,https://translate.google.com/translate_tts?ie=UTF-8&q=倒&tl=zh&client=tw-ob,791784
